"age","rel_status","gender","gender_text","sex","transgender","transgender_text","masc_feel","fem_feel","masc_present","fem_present","gender_transition","hormones","hormones_text","surgeries","surgeries_text","sex_orient","sex_orient_text","rom_orient","rom_orient_text","sex_orient_best","sex_orient_best_text","asexual","bisexual","demisexual","gay","hetero","lesbian","omnisexual","pansexual","queer","other_sexuality","other_sexuality_text","rom_orient_best","rom_orient_best_text","arom","birom","demirom","heterorom","homorom","omnirom","panrom","other_rom","other_rom_text","sexual_role","race_asian","race_black","race_hispanic","race_nativeam","race_mideast","race_white","race_na","rel_protestant","rel_catholic","rel_mormon","rel_jeworthodox","rel_jewconserve","rel_jewreform","rel_muslim","rel_buddhist","rel_hindu","rel_athiest","rel_agnostic","rel_spirit","rel_na","height_feet","height_inches","education","pol_orient","pol_party","sex_with_males","sex_with_females","sexatt_ident_woman","sexatt_ident_man","sexatt_ident_nonbinary","sexatt_pres_feminine","sexatt_pres_masculine","sexatt_pres_neither","sexatt_pres_both","sexatt_sex_female","sexatt_sex_male","sexatt_sex_intersex","romatt_ident_woman","romatt_ident_man","romatt_ident_nonbinary","romatt_pres_feminine","romatt_pres_masculine","romatt_pres_neither","romatt_pres_both","romatt_sex_female","romatt_sex_male","romatt_sex_intersex","jealous_imagined_1","jealous_imagined_2","jealous_imagined_3","jealous_imagined_4","soi_partnernum","soi_oneocc","soi_short_interest","soi_nolove","soi_casualsex","soi_longterm","soi_fantasies_extrapair","soi_arousal","soi_fantasies_stranger","variety_partnum_5yrs","variety_partnum_1yr","variety_partnum_month","sex_5yrs","sex_2yrs","sex_1yr","sex_6months","sex_3months","sex_1month","sex_1week","sex_1day","sex_1evening","sex_1hour","m_lt_check","m_lt_health1","m_lt_health2","m_lt_intell1","m_lt_intell2","m_lt_kind1","m_lt_kind2","m_lt_physatt1","m_lt_physatt2","m_lt_resources1","m_lt_resources2","m_lt_age","f_lt_check","f_lt_health1","f_lt_health2","f_lt_intell1","f_lt_intell2","f_lt_kind1","f_lt_kind2","f_lt_physatt1","f_lt_physatt2","f_lt_resources1","f_lt_resources2","f_lt_age","f_st_check","f_st_health1","f_st_health2","f_st_intell1","f_st_intell2","f_st_kind1","f_st_kind2","f_st_physatt1","f_st_physatt2","f_st_resources1","f_st_resources2","f_st_age","m_st_check","m_st_health1","m_st_health2","m_st_intell1","m_st_intell2","m_st_kind1","m_st_kind2","m_st_physatt1","m_st_physatt2","m_st_resources1","m_st_resources2","m_st_age","PIN","bisexualLT","bisexualST","fltprop","fstprop","mltprop","mstprop","matingprop","prefNaCheck","NAcheck","soi_comp","m_lt_health","m_lt_intell","m_lt_kind","m_lt_physatt","m_lt_resources","f_lt_health","f_lt_intell","f_lt_kind","f_lt_physatt","f_lt_resources","f_st_health","f_st_intell","f_st_kind","f_st_physatt","f_st_resources","m_st_health","m_st_intell","m_st_kind","m_st_physatt","m_st_resources","jealousy_comp","g","so","s","ro","tc","gso","sso","gro","sro","tcg","so_selflabel","ro_selflabel","gso_selflabel","sso_selflabel","gro_selflabel","sro_selflabel","multisexual","ssp_lt_health","ssp_lt_kind","ssp_lt_intell","ssp_lt_resources","ssp_lt_physatt","ssp_lt_age","ssp_st_health","ssp_st_kind","ssp_st_intell","ssp_st_resources","ssp_st_physatt","ssp_st_age","osp_lt_health","osp_lt_kind","osp_lt_intell","osp_lt_resources","osp_lt_physatt","osp_lt_age","osp_st_health","osp_st_kind","osp_st_intell","osp_st_resources","osp_st_physatt","osp_st_age","partnum_pca","sex_time_pca1","sex_time_pca2"
28,0,"1","","1",1,"",2,5,7,2,0,NA,"",NA,"",3,"",3,"",0,"",1,1,1,NA,1,NA,NA,NA,1,NA,"",0,"",1,NA,NA,NA,NA,NA,NA,NA,"",5,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,11,3,2,1,2,1,3,1,1,3,1,1,1,3,1,2,3,1,1,3,1,1,2,3,1,2,1,1,1,1,1,1,1,2,1,1,9,1,2,3,1,1,7,7,7,7,4,2,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,10,10,10,10,10,10,10,10,10,1,1,10,10,10,10,10,10,10,10,10,8,1,1,7,10,10,10,10,10,9,7,10,10,3,"p43",0,1,0,0,NA,0,0,0.25,0.0743243243243243,2.11111111111111,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,10,9,8.5,10,10,8,10,4,"man","ace","male","aro","cis","aceman","acemale","aroman","aromale","cisman","ace","aro","aceman","acemale","aroman","aromale","multi",NA,NA,NA,NA,NA,NA,8.5,10,10,10,8,3,10,10,10,10,10,1,10,10,10,9,10,1,-0.391023904386779,-1.1730701463528,0.768664798220867
21,0,"1","","1",1,"",3,3,4,2,0,NA,"",NA,"",0,"",0,"",4,"",NA,1,NA,NA,1,NA,NA,NA,NA,NA,"",3,"",NA,1,NA,NA,NA,NA,NA,NA,"",3,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,4,5,5,2,2,3,1,2,3,2,3,3,3,1,2,3,2,2,3,2,2,3,3,1,2,0,0,0,0,1,1,1,3,4,3,7,6,8,3,1,1,7,7,7,7,7,5,4,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,7,8,9,9,9,8,8,8,7,1,1,5,6,8,9,7,8,7,6,5,5,1,1,9,9,9,9,10,9,10,10,9,9,1,"p1008",0,1,0,0,NA,0,0,0.25,0.0743243243243243,3.77777777777778,NA,NA,NA,NA,NA,7,8.5,9,8,7.5,5.5,8.5,7.5,6.5,5,9,9,9.5,10,9,0,"man","het","male","het","cis","hetman","hetmale","hetman","hetmale","cisman","hetero","hetero","heteroman","heteromale","heteroman","heteromale","multi",NA,NA,NA,NA,NA,NA,9,9.5,9,9,10,1,7,9,8.5,7.5,8,1,5.5,7.5,8.5,5,6.5,1,-0.391023904386779,-0.448025643006381,1.03610620042993
32,4,"1","","1",1,"",4,5,6,2,0,NA,"",NA,"",2,"",0,"",1,"",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,NA,NA,NA,NA,NA,"",3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6,0,7,5,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,0,0,0,0,2,4,5,7,3,5,4,3,3,1,1,1,6,6,5,5,5,5,4,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,7,7,7,7,7,5,6,7,7,2,1,6,7,8,8,7,8,5,5,7,8,2,1,5,5,5,5,5,5,5,5,5,5,3,"p1265",0,1,0,0,NA,0,0,0.25,0.0743243243243243,4,NA,NA,NA,NA,NA,7,7,7,5.5,7,6.5,8,7.5,5,7.5,5,5,5,5,5,0,"man","bi","male","het","cis","biman","bimale","hetman","hetmale","cisman","bi","hetero","biman","bimale","heteroman","heteromale","multi",NA,NA,NA,NA,NA,NA,5,5,5,5,5,3,7,7,7,7,5.5,2,6.5,7.5,8,7.5,5,2,-0.454513360298429,-0.0552395792546601,-0.119181796359966
30,2,"1","","1",1,"",6,2,5,1,0,NA,"",NA,"",0,"",0,"",4,"",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,1,NA,NA,NA,NA,"",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,9,8,5,5,2,1,3,1,3,3,2,2,2,3,1,1,3,1,3,3,2,2,2,3,1,1,0,0,1,1,2,2,2,9,9,9,4,2,2,3,1,1,7,7,7,7,7,4,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,9,9,8,6,9,9,9,8,5,2,1,5,7,5,3,5,4,9,6,3,4,1,1,9,5,6,6,10,9,8,8,8,5,1,"p803",0,1,0,0,NA,0,0,0.25,0.0743243243243243,4.55555555555556,NA,NA,NA,NA,NA,9,8.5,7.5,9,6.5,6,4,4.5,7.5,3.5,7,6,9.5,8,6.5,2,"man","het","male","het","cis","hetman","hetmale","hetman","hetmale","cisman","hetero","hetero","heteroman","heteromale","heteroman","heteromale","multi",NA,NA,NA,NA,NA,NA,7,9.5,6,6.5,8,1,9,7.5,8.5,6.5,9,2,6,4.5,4,3.5,7.5,1,-0.391023904386779,-0.588566965565985,0.972805603832429
49,4,"1","","1",1,"",6,3,7,1,0,NA,"",NA,"",0,"",0,"",4,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,6,1,7,7,4,1,1,3,2,1,3,2,2,1,3,2,2,3,1,1,3,1,2,2,3,1,2,0,0,0,0,2,8,8,9,9,8,5,3,5,5,2,0,7,7,7,6,6,5,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,7,7,7,7,8,6,6,7,7,4,1,8,8,7,7,8,8,7,6,7,7,4,1,7,7,6,6,6,7,7,7,5,5,3,"p180",0,1,0,0,NA,0,0,0.25,0.0743243243243243,6.33333333333333,NA,NA,NA,NA,NA,7.5,7,7.5,6,7,8,7,8,6.5,7,7,6,6.5,7,5,0,"man","het","male","het","cis","hetman","hetmale","hetman","hetmale","cisman","hetero","hetero","heteroman","heteromale","heteroman","heteromale","multi",NA,NA,NA,NA,NA,NA,7,6.5,6,5,7,3,7.5,7.5,7,7,6,4,8,8,7,7,6.5,4,-0.543411655930899,-0.281043765609983,0.762752096860018
29,2,"1","","1",1,"",4,2,5,5,0,NA,"",NA,"",0,"",0,"",4,"",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,1,NA,NA,NA,NA,"",3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6,2,6,6,2,2,1,3,1,2,3,1,3,2,3,1,1,3,2,1,2,3,2,3,2,2,3,1,1,1,1,2,2,2,8,7,6,2,2,6,10,3,1,7,7,7,7,7,6,5,2,2,1,1,7,8,8,9,9,7,9,9,8,8,2,1,9,8,9,9,9,10,8,8,6,6,2,1,8,7,5,6,7,7,6,8,6,9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p466",1,0,0,0,0,NA,0,0.25,0.0743243243243243,4.11111111111111,7.5,8.5,8,9,8,8.5,9,9.5,8,6,7.5,5.5,7,7,7.5,NA,NA,NA,NA,NA,4,"man","het","male","het","cis","hetman","hetmale","hetman","hetmale","cisman","hetero","hetero","heteroman","heteromale","heteroman","heteromale","multi",7.5,8,8.5,8,9,2,NA,NA,NA,NA,NA,NA,8.5,9.5,9,6,8,2,7.5,7,5.5,7.5,7,2,0.0996132819167846,-0.177285815392828,1.02512442416755
23,0,"1","","0",2,"",5,4,4,3,NA,NA,"",NA,"",3,"",2,"",0,"",1,NA,NA,NA,NA,NA,NA,NA,1,1,"Panromantic",6,"",NA,NA,NA,NA,NA,NA,1,NA,"",5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,5,2,6,7,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,0,0,0,0,1,1,1,9,1,1,1,1,1,0,0,0,2,2,1,1,1,1,1,1,1,1,1,5,5,9,9,10,10,6,5,6,6,1,1,5,5,9,9,10,10,6,5,6,6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p947",1,0,0,NA,0,NA,0,0.333333333333333,0.0990990990990991,1.88888888888889,5,9,10,5.5,6,5,9,10,5.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"man","ace","female","bi","trans","aceman","acefemale","biman","bifemale","transman","ace","pan","aceman","acefemale","panman","panfemale","multi",5,10,9,6,5.5,1,NA,NA,NA,NA,NA,NA,5,10,9,6,5.5,1,NA,NA,NA,NA,NA,NA,-0.970559386322812,-0.690358914280893,-2.83827190846631
21,2,"2","","0",2,"",4,2,2,4,NA,NA,"",NA,"",2,"",2,"",1,"",NA,1,NA,1,NA,NA,NA,NA,1,NA,"",1,"",NA,NA,NA,NA,NA,NA,NA,NA,"",3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,2,4,7,5,1,2,1,3,3,2,2,3,3,3,3,3,1,3,3,3,3,3,3,3,2,2,0,0,0,0,2,1,1,9,2,6,2,2,2,1,1,1,7,7,7,6,5,4,3,2,2,1,1,4,4,4,4,6,6,5,4,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,5,5,6,6,5,4,5,5,1,1,4,5,3,4,4,6,5,6,4,4,1,"p495",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,3,4,4,6,4.5,3.5,NA,NA,NA,NA,NA,4,5,6,4.5,5,4.5,3.5,5,5.5,4,0,"nonbinary","bi","female","bi","trans","binonbinary","bifemale","binonbinary","bifemale","transnonbinary","bi","bi","binonbinary","bifemale","binonbinary","bifemale","multi",NA,NA,NA,NA,NA,NA,4,6,5,5,4.5,1,4,6,4,3.5,4.5,1,4.5,5,3.5,4,5.5,1,-0.454513360298429,-0.602843420862487,0.713252120749377
25,4,"1","","0",2,"",4,2,6,1,NA,NA,"",NA,"",2,"",2,"",8,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"",4,"",NA,NA,NA,NA,1,NA,NA,NA,"",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,4,6,6,5,1,1,3,2,2,3,2,3,3,3,2,2,3,2,3,3,1,3,3,3,1,2,0,0,0,0,3,1,2,9,7,1,2,2,2,1,1,1,6,5,5,3,3,2,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,7,8,7,4,7,6,6,6,5,1,1,6,7,7,7,8,8,9,7,5,5,1,1,9,7,8,9,9,10,9,10,7,7,1,"p744",0,1,0,0,NA,0,0,0.25,0.0743243243243243,3.22222222222222,NA,NA,NA,NA,NA,6.5,7.5,5.5,6,5.5,6.5,7,8,8,5,8,8.5,9.5,9.5,7,0,"man","bi","female","bi","trans","biman","bifemale","biman","bifemale","transman","queer","homo","queerman","queerfemale","homoman","homofemale","multi",6.5,5.5,7.5,5.5,6,1,6.5,8,7,5,8,1,NA,NA,NA,NA,NA,NA,8,9.5,8.5,7,9.5,1,-0.454513360298429,-0.949598926206832,-0.603860224831183
21,0,"1","","0",2,"",4,3,3,3,NA,NA,"",NA,"",2,"",2,"",1,"",NA,NA,NA,1,NA,NA,NA,1,NA,NA,"",1,"",NA,1,NA,NA,NA,NA,NA,NA,"",3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,5,1,3,7,5,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,1,1,4,1,4,7,1,1,2,2,0,7,7,7,7,7,5,1,1,1,1,1,6,6,7,8,8,8,7,6,5,3,1,1,5,5,7,7,8,8,5,4,5,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p368",1,0,0,NA,0,NA,0,0.333333333333333,0.0990990990990991,2.33333333333333,6,7.5,8,6.5,4,5,7,8,4.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"man","bi","female","bi","trans","biman","bifemale","biman","bifemale","transman","bi","bi","biman","bifemale","biman","bifemale","multi",5,8,7,4,4.5,1,NA,NA,NA,NA,NA,NA,6,8,7.5,4,6.5,1,NA,NA,NA,NA,NA,NA,-0.638645839798375,-0.827632485253775,1.07763770172338
30,2,"2","","0",4,"Non-binary ",3,2,5,2,NA,NA,"",NA,"",2,"",2,"",8,"",NA,NA,NA,NA,NA,NA,NA,1,1,NA,"",6,"",NA,NA,NA,NA,NA,NA,1,NA,"",3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,5,6,7,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,0,0,0,0,2,1,2,9,3,5,3,2,2,3,2,1,7,7,7,7,7,4,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,6,7,5,5,5,3,1,5,6,5,5,6,6,7,5,5,5,3,1,5,6,6,5,8,9,7,5,5,5,2,"p1172",0,1,0,0,NA,0,0,0.25,0.0743243243243243,3.22222222222222,NA,NA,NA,NA,NA,5,5,5.5,6,5,5.5,5,6,6,5,5.5,5.5,8.5,6,5,0,"nonbinary","bi","female","bi","trans","binonbinary","bifemale","binonbinary","bifemale","transnonbinary","queer","pan","queernonbinary","queerfemale","pannonbinary","panfemale","multi",5,5.5,5,5,6,3,5.5,6,5,5,6,3,NA,NA,NA,NA,NA,NA,5.5,8.5,5.5,5,6,2,-0.256811859080385,-0.805686761483438,1.04204382165217
22,2,"1","","1",1,"",5,3,4,3,0,NA,"",NA,"",2,"",2,"",1,"",NA,1,NA,NA,1,NA,NA,NA,NA,NA,"",1,"",NA,1,NA,1,NA,NA,NA,NA,"",1,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,6,3,1,2,1,3,2,1,3,2,1,1,3,2,1,1,2,1,3,2,1,1,3,2,1,0,0,0,0,2,9,9,9,9,9,8,7,7,50,11.7,4,7,7,7,7,7,7,7,7,7,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,10,10,6,4,7,10,10,6,6,0,1,8,6,4,3,5,5,10,9,5,4,0,1,10,10,8,10,10,9,10,10,8,10,2,"p12",0,1,0,0,NA,0,0,0.25,0.0743243243243243,7.66666666666667,NA,NA,NA,NA,NA,10,8,5.5,10,6,7,3.5,5,9.5,4.5,10,9,9.5,10,9,0,"man","bi","male","bi","cis","biman","bimale","biman","bimale","cisman","bi","bi","biman","bimale","biman","bimale","multi",NA,NA,NA,NA,NA,NA,10,9.5,9,9,10,2,10,5.5,8,6,10,0,7,5,3.5,4.5,9.5,0,3.58731495260191,1.85318649111279,0.404902628683245
25,3,"1","","0",2,"",5,2,5,1,NA,NA,"",NA,"",2,"",0,"",1,"",1,NA,NA,NA,NA,NA,NA,NA,1,NA,"",1,"",NA,NA,NA,1,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,4,6,7,2,2,1,3,2,3,3,2,3,3,3,2,2,3,2,3,3,3,3,3,3,2,2,0,0,0,0,2,2,1,9,3,5,2,2,1,15,10,1,7,7,7,7,7,7,3,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,6,5,7,5,6,5,5,6,5,1,1,7,7,5,5,5,5,7,7,5,5,1,1,7,7,7,7,7,7,7,7,5,5,1,"p1149",0,1,0,0,NA,0,0,0.25,0.0743243243243243,3,NA,NA,NA,NA,NA,5.5,6,5.5,5,5.5,7,5,5,7,5,7,7,7,7,5,0,"man","bi","female","het","trans","biman","bifemale","hetman","hetfemale","transman","bi","bi","biman","bifemale","biman","bifemale","multi",5.5,5.5,6,5.5,5,1,7,5,5,5,7,1,NA,NA,NA,NA,NA,NA,7,7,7,5,7,1,1.19782123884067,-0.290266058705931,1.06449209220021
28,0,"0","","1",3,"",1,5,1,4,NA,NA,"",NA,"",1,"",1,"",5,"",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,1,NA,NA,NA,"",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,8,6,7,5,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,0,0,0,2,1,3,9,9,9,4,2,2,10,5,2,6,6,6,6,6,6,6,5,5,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,8,10,10,10,10,10,10,8,8,2,1,7,7,10,10,9,10,10,10,8,8,2,1,8,8,10,10,10,10,10,10,10,10,2,"p663",0,1,0,0,NA,0,0,0.25,0.0743243243243243,4.55555555555556,NA,NA,NA,NA,NA,8,10,10,10,8,7,10,9.5,10,8,8,10,10,10,10,0,"woman","gay","male","gay","trans","lesbian","gaymale","lesbian","gaymale","transwoman","lesbian","homo","lesbianwoman","lesbianmale","homowoman","homomale","multi",NA,NA,NA,NA,NA,NA,8,10,10,10,10,2,8,10,10,8,10,2,7,9.5,10,8,10,2,0.718126625291736,1.00036127165876,-0.0235897951750032
21,0,"1","","0",2,"",5,3,5,3,NA,NA,"",NA,"",1,"",1,"",3,"",NA,NA,NA,1,NA,NA,NA,NA,1,NA,"",4,"",NA,NA,NA,NA,1,NA,NA,NA,"",2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,2,4,7,2,1,2,1,3,2,2,3,3,3,3,3,3,1,3,2,2,3,2,3,3,3,3,0,0,1,0,1,1,1,8,4,4,3,7,3,5,2,1,7,7,7,7,6,5,4,2,1,1,1,8,8,8,8,9,9,6,8,10,9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,10,8,10,10,10,10,10,5,5,1,1,9,9,8,9,9,9,9,10,5,5,1,"p640",0,1,NA,0,0,0,0,0.333333333333333,0.0990990990990991,3.55555555555556,8,8,9,7,9.5,NA,NA,NA,NA,NA,10,9,10,10,5,9,8.5,9,9.5,5,1,"man","gay","female","gay","trans","gayman","gayfemale","gayman","gayfemale","transman","gay","homo","gayman","gayfemale","homoman","homofemale","multi",NA,NA,NA,NA,NA,NA,10,10,9,5,10,1,8,9,8,9.5,7,1,9,9,8.5,5,9.5,1,-0.193322403168735,-0.494082734266959,0.964935324705506
18,0,"0","","1",3,"",2,6,4,2,NA,NA,"",NA,"",2,"",2,"",1,"",1,1,NA,NA,NA,1,NA,NA,NA,NA,"",1,"",NA,1,NA,NA,1,NA,NA,NA,"",2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,10,4,7,2,1,1,3,2,3,3,2,2,2,3,2,2,3,2,2,3,2,2,2,3,2,2,0,0,1,0,1,1,1,9,2,4,3,1,2,2,0,0,6,5,4,2,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,6,7,6,5,6,6,5,5,0,1,5,5,5,6,5,4,6,6,6,5,0,1,5,7,5,6,5,8,7,6,5,5,0,"p1253",0,1,0,0,NA,0,0,0.25,0.0743243243243243,2.66666666666667,NA,NA,NA,NA,NA,5,6.5,5.5,6,5,5,5.5,4.5,6,5.5,6,5.5,6.5,6.5,5,1,"woman","bi","male","bi","trans","biwoman","bimale","biwoman","bimale","transwoman","bi","bi","biwoman","bimale","biwoman","bimale","multi",NA,NA,NA,NA,NA,NA,6,6.5,5.5,5,6.5,0,5,5.5,6.5,5,6,0,5,4.5,5.5,5.5,6,0,-0.907069930411161,-1.18412774735133,-1.05133581327632
18,2,"0","","1",3,"",2,7,2,6,NA,NA,"",NA,"",2,"",1,"",1,"",NA,1,NA,NA,NA,1,NA,1,NA,NA,"",4,"",NA,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,10,2,7,4,2,1,3,2,2,3,2,1,3,3,3,2,3,1,2,2,3,2,2,3,2,2,1,0,0,0,2,1,1,4,8,6,4,1,5,2,1,1,7,7,7,6,6,6,5,5,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,7,7,6,6,9,5,5,6,6,1,1,8,3,4,4,3,5,6,7,9,5,1,1,7,6,7,6,5,8,5,5,6,5,1,"p1209",0,1,0,0,NA,0,0,0.25,0.0743243243243243,3.55555555555556,NA,NA,NA,NA,NA,6,6.5,7.5,5,6,5.5,4,4,6.5,7,6.5,6.5,6.5,5,5.5,1,"woman","bi","male","gay","trans","biwoman","bimale","lesbian","gaymale","transwoman","bi","homo","biwoman","bimale","homowoman","homomale","multi",NA,NA,NA,NA,NA,NA,6.5,6.5,6.5,5.5,5,1,6,7.5,6.5,6,5,1,5.5,4,4,7,6.5,1,-0.422768632342604,0.193586664184125,0.710857112132492
22,0,"1","","0",2,"",2,1,1,2,NA,NA,"",NA,"",2,"",2,"",8,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",6,"",NA,NA,NA,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,7,6,7,4,2,1,3,2,3,3,2,3,3,3,2,2,3,2,3,3,2,3,3,3,2,3,0,0,0,0,1,1,1,9,9,2,7,3,4,5,1,1,6,6,6,5,3,2,2,1,1,1,1,5,5,7,6,8,7,5,5,6,6,1,1,5,5,6,6,7,7,5,5,6,5,1,1,5,5,5,5,6,7,5,5,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p1129",1,0,0,0,0,NA,0,0.25,0.0743243243243243,4.11111111111111,5,6.5,7.5,5,6,5,6,7,5,5.5,5,5,6.5,5,5,NA,NA,NA,NA,NA,0,"man","bi","female","bi","trans","biman","bifemale","biman","bifemale","transman","queer","pan","queerman","queerfemale","panman","panfemale","multi",5,7,6,5.5,5,1,5,6.5,5,5,5,1,5,7.5,6.5,6,5,1,NA,NA,NA,NA,NA,NA,-0.327534448475128,-1.00683698540188,-0.0366211000489938
21,1,"0","","1",3,"",2,6,1,7,NA,NA,"",NA,"",3,"",2,"",8,"",1,NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,"",NA,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,11,4,7,5,1,2,2,3,2,2,3,2,2,2,3,2,2,3,2,2,3,2,2,2,3,2,0,0,0,0,2,2,1,9,3,7,2,4,2,10,3,1,7,7,7,7,6,5,2,2,2,1,1,6,6,8,8,10,10,6,6,5,5,1,1,5,6,8,8,10,10,6,6,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,6,10,8,7,8,8,8,1,"p1206",1,0,0,NA,0,0,0,0.333333333333333,0.0990990990990991,3.55555555555556,6,8,10,6,5,5.5,8,10,6,5,NA,NA,NA,NA,NA,5,5.5,9,7.5,8,0,"woman","ace","male","bi","trans","acewoman","acemale","biwoman","bimale","transwoman","queer","bi","queerwoman","queermale","biwoman","bimale","multi",6,10,8,5,6,1,5,9,5.5,8,7.5,1,5.5,10,8,5,6,1,NA,NA,NA,NA,NA,NA,0.0996132819167846,-0.565535261054133,0.933454820217753
